a,b,c,d
0.5487318220634221,8,VnrpOTGQ,false
0.9475361261580213,10,wlDtM75b,true
0.7268235832654699,10,1G4LOEbO,false
0.8681438115788949,10,vy3CnZdz,false
0.065260330417243,6,MvmpQzPo,true
0.22073446679891884,5,3WObYlLK,false
0.39490278543740054,10,ec2LQq4C,true
0.9567271146952772,4,8sLdn3qk,true
0.8501197382097234,4,YgPOW7ss,true
0.4223180288218662,4,XLRJwKch,false
0.3935315024296244,3,nF5xyYKt,false
0.27633110019785123,2,HAnR83XW,false
0.5203303769645307,6,hmbFmuDz,true
0.35282284434318556,10,Tdj22alo,true
0.7044221497713357,4,OXp0dCIZ,true
0.6619759650816721,10,hR2FzhK9,true
0.9504264692062028,1,NYQFPH7t,false
0.318509630996487,5,HNe7eyQJ,false
0.038065680764766574,8,flkuqjBi,false
0.5522141609926814,3,NIOIDKUP,false
0.027006982956179648,5,E6L58Z12,true
0.5216591004777873,3,fxzww5OT,false
0.7541157742880811,3,GXP1uyRr,false
0.28221309416913165,5,45pAYKQz,false
0.4602102655112963,7,UshWKbvM,true
0.50178268731193,10,S5OHLQt3,false
0.9247527944456193,4,fOyjYA4c,true
0.9205598361600946,10,RAczNgQC,false
0.4497158276518214,1,NE0XqSFb,false
0.8405379813859495,6,QVjRmVKA,true
0.2933518766635117,6,gmxO32kT,false
0.7503991405082184,6,LdiW2aDn,false
0.08439118791103906,5,XGgYRVr8,false
0.2928364512869597,10,losSAFSo,true
0.7817118877079758,5,pD9IvmoJ,true
0.16780560161888802,2,kOL2GDGA,false
0.37234793068818184,5,ic7DH7EY,false
0.8753498525353895,10,vcL8WpVI,false
0.2324334534238497,2,kVrbbnFR,true
0.05079139263941723,6,onkZqYzL,true
0.7652281551046851,3,Epa9jc7d,true
0.09019614981599267,5,PXTCD6SN,true
0.19737814418686095,4,FKcBr5yq,true
0.5721063980138832,8,aiBxhAih,true
0.6687590611218743,1,09mgagjI,true
0.6218407379173896,10,Idjpibq7,false
0.6609228293155134,3,z5IssYGd,true
0.9067317494903209,5,pGBfsPAQ,true
0.6054645135839423,10,WKfPQLvS,false
0.12581288945221725,9,47c0eyYg,true
0.0720332396246326,1,6RzUyYse,true
0.3832328165473502,8,dM7BnSrR,true
0.7580401618699186,2,WinyXhBL,false
0.1450899237928065,3,sizPl9dn,true
0.11204502789648463,3,zT588Wfd,false
0.6614474389119434,10,AJAy6Kkk,true
0.5321113522283498,1,OvsP7YUm,true
0.6658780803221129,5,kWoSoZ4R,false
0.1452403405221412,8,rXNA3p21,false
0.3237979750855495,3,LzOKb1ie,true
0.26084985884950185,4,ctoaAcK9,true
0.39137501879926506,1,1j5CZ7D5,true
0.6426463850988251,5,KDfubmiM,false
0.9325651054984399,2,HlEV5w6W,true
0.256095320843744,3,nUJUvTNf,true
0.4294522641870131,8,36KNxXvo,false
0.6476912533429329,7,NmcOYnBf,false
0.021946845249116942,8,XtA30iMy,true
0.37182929668158393,6,MVzOMClT,true
0.3828082938757478,3,Rz5HdtY5,true
0.45439726213769727,7,lh9n6HaP,false
0.10399635265518037,5,GBhOPpi0,false
0.07712804633291204,9,UI1zR5uH,true
0.9911753090587097,7,qgDLouCT,true
0.9035113520404392,5,3C3HUHIR,false
0.5859138329382936,9,4InjY3RZ,true
0.9840372117794942,3,olDS4brS,true
0.03800412041168544,1,X8EjQ6hT,true
0.0016743315865104247,7,DYC8vHUP,true
0.9237942166322892,4,HfeMtjAu,false
0.4983920080100763,1,cHcWgVmZ,true
0.5850633466080151,4,X1eYvAYT,false
0.06364583895659015,7,kJvHxScY,true
0.11451084699449043,9,ex4bVa7v,false
0.863940623493286,5,dSC7RJPO,false
0.26573593951621555,4,kCcvFK1P,false
0.9153796838894612,3,CrYoWRK3,true
0.27376332033645,6,kmstzQn5,false
0.4134852569508809,3,HJ191gz1,true
0.21108545346274799,2,bIHHNIL9,false
0.7638544272607142,8,sN2HpwlC,true
0.41241222521251,4,RFjnvfKR,false
0.6022811622227229,10,Md9P6XdG,true
0.25652974592014344,6,1wwpKrq5,false
0.568814334757233,8,Byar0afK,false
0.8062598278087527,3,A9HxXc6E,false
0.4770307086855694,5,8uFKyg5K,true
0.027614861482532005,7,Mg4WQjwE,true
0.7544919161530395,10,CXbbQTXB,false
0.07847341008907027,4,SsColhSs,false
0.5363206756654697,6,KtfxsLyV,true
0.4175937911823324,1,fISMhvuc,false
0.29853944491144246,10,aLoP04lF,false
0.4610275698703188,6,SpPIAj9N,true
0.27582537571680943,6,894rYIZe,true
0.7344491028864504,1,i0Mpy94q,true
0.6909924716249003,5,6TOKLDzR,true
0.837032845045139,5,3BuUnK53,true
0.13378827975616137,3,i161vWMd,false
0.39370180505162367,4,vTVHFP3x,false
0.6293256289803262,7,oSWDkLnf,false
0.322003296015432,1,eLa8dSIv,true
0.4985980660145415,3,VlCLSprP,false
0.3480909908935481,5,lE8pQFEd,true
0.02904903933885228,9,Xru7AOjw,false
0.8394580155108413,8,vsAMQW1m,false
0.11000633229525292,7,JNhzxPNc,false
0.8202050493246835,7,Gw8hZD0S,false
0.09450783227991155,3,QLKbtEfL,false
0.42775102188695624,4,zVCqGUIA,false
0.12300342183626123,8,zplA9ei3,true
0.9728596987469231,9,IZtpmwHb,false
0.17578784828180694,10,ldyPYoZm,true
0.42954380270597436,2,GTr7uTFh,true
0.4260967108742777,1,NmBmKVYW,true
0.7958346233349496,1,jhklmfgi,false
0.9415785336421976,6,ufu0vYkj,true
0.3245736999824669,9,fBy2r8AI,true
0.8777709483675762,3,YyL461Dn,true
0.6644074132552975,8,eQUlvKnU,true
0.4176224120975698,5,N9qq7jVz,false
0.9631361175022328,6,VryOicMI,false
0.9388001977198341,4,LtnhKspJ,false
0.4060879963019599,8,QIOQnRwr,false
0.6825384544979967,5,U3DfBg77,false
0.32184362443263725,2,EwipAWd1,true
0.5824833774959821,4,rXChaP4w,true
0.06283097012002958,7,jcogCtHH,true
0.19696713081686967,4,NeLxby7D,false
0.23782757885345474,7,bRsCMAxN,true
0.27970534404290737,5,WXyeIAGY,false
0.4039452130973893,1,u0yHnKmd,true
0.57293326987115,4,pGROIrws,true
0.4605586753291335,7,8tan49Bn,false
0.8920766020676758,9,OXFeN1Pj,true
0.5682503473787675,3,AAiir2Tt,true
0.3090242648867274,8,eqlNC8nU,true
0.7498751084153976,9,aAhMMrvC,false
0.6030688034710345,7,4cp7Zmh1,true
0.3559150193452709,8,BPw5ckH9,true
0.8376076467250282,3,yQh3o1q1,false
0.8966167037620647,6,Ritz40cA,false
0.21224868532004804,6,mimOZog8,true
0.3406566996211611,8,pTOaXaId,true
0.24311103852417504,2,qVjyyWxT,false
0.9019216661355449,2,tsqSYO2E,false
0.5513381574757314,8,F1bI2kyV,false
0.4656180059968005,2,YuJB1tR2,false
0.4902865313808653,7,RmWubdOJ,false
0.8882970063947717,10,X0V8Ohmj,false
0.49397705328799235,9,bvhl6eT3,false
0.849758483166609,8,t8VgwlX4,false
0.08809919952849099,10,te6F6za4,true
0.23382050043239877,3,s1elEERK,true
0.43628031174794346,2,ljK6hKcL,true
0.5962551452392368,6,32S89r92,false
0.5709705206241769,4,6zO9lHQX,true
0.15090150280957704,2,fxWA74wA,true
0.2953486435830983,5,FgH55lp7,true
0.9118050129455384,6,6oqisAU6,false
0.9091184987674124,5,6zN9moPm,true
0.034144315952051585,6,WzPchZkT,false
0.6319118837945477,2,qmIMbZnB,false
0.48149142276850565,10,cv7AvA2Y,false
0.967683104014921,8,2sBVqOPG,false
0.34597684124666306,9,0tF4gQLJ,false
0.956015747817917,3,JtG6cyfl,false
0.8888128812217269,7,BgC1IbuO,true
0.2378956360989195,10,wbEiPvhM,false
0.19791834322154855,1,oouw957e,true
0.22674299653078056,4,ZcUkX8Eo,true
0.8664349254280903,10,3R8TjFbP,false
0.8902696759007014,7,FR7Jta0q,true
0.5682535175677552,10,rj90vCfQ,false
0.14320117612199912,1,hjBHFjES,true
0.9162332800119952,5,RdWqwYPM,true
0.5311095439993267,10,YyxZf4aI,false
0.8103886331779246,10,FCIw9aHk,true
0.4625472881994499,8,C1B2QiEz,false
0.8520978910513071,8,NExhBvON,false
0.7377561245337789,6,lu3wbvdN,true
0.8454198205761505,6,b9EgZCnQ,false
0.9140928809636406,7,hnjdYUPu,true
0.5985641290808674,4,NO6bcf2s,false
0.1477280533503511,5,H3tKQMam,false
0.013408726874150512,2,f2cjutEA,false
0.19507054441828253,10,u9TyEJ13,false
0.7000579157527937,4,tinmxrkj,false
0.09705045056326456,8,Eux9pHH3,false
0.582355261274959,3,AC4gaUCT,true
0.9826943726653246,3,sSyb5DyH,false
0.9863499249545049,8,FdbYAY6P,false
0.9651025897291656,4,NSECV0Sc,false
0.3950812819651828,10,KjmYCRu6,true
0.7781233080786942,10,ivsVgeCf,false
0.929256023619901,5,8e0JdMvE,true
0.2764849590249512,4,1srT3Z6v,true
0.1273647389782575,4,lhdToONA,true
0.05589954752732429,2,reue1moH,false
0.026300595781768132,1,8NHCqt6O,true
0.23401556605448692,1,eVsckT4K,false
0.9939237356376782,3,Q38qrHA1,false
0.6577140826569496,6,Y7soLQRP,false
0.8535676572738602,3,HpDsWZBP,true
0.16325590695872227,10,TfKytG2Q,true
0.22045321019291864,7,h9hW5rLT,true
0.40614281640042993,8,Y2atulOg,false
0.7780667887823862,9,MOsdHmn4,false
0.5739405051079949,10,FqpXzO9i,true
0.433457909609934,5,mmP7NcHN,false
0.814315971565329,8,9KmnB8cn,true
0.3390288667688788,10,tfFz1zBe,false
0.8467501818515035,4,VvzgYtI8,true
0.3310115005542922,2,hmatdpgb,true
0.9587316112384998,3,QHaktQSD,true
0.051701689597791756,1,OxM4s9J3,true
0.004013891510932233,3,9EOaGmUx,true
0.8114778266656035,5,aLz6Buhi,false
0.7573182748421126,5,WaxBvOBQ,true
0.47663112140756536,8,EkaCbvFl,false
0.2237431382402144,7,IMUjCFpm,false
0.21603655103413466,5,LhNjD8G9,false
0.5394217045443039,3,d3waXbjd,true
0.8684283460500695,6,PKV8Vv03,false
0.8512353586225645,2,dRef534O,false
0.8856870175118607,8,Bkpt9gXN,true
0.3532626012468665,2,bhTLWV1Y,true
0.7738722892610612,5,WfMk671P,true
0.005012725945647167,1,OA1XQ3y4,false
0.9956499038847453,3,Lk4Kl8W8,false
0.7471140715813012,8,X6BjxzIh,true
0.7986385116514507,4,8GjSojlP,false
0.3407459482235975,3,dgZC62Ji,false
0.4151586146720865,3,ENNjok14,false
0.25389850094692257,10,haPi2y5Q,true
0.1518682774841893,9,8c5S2ThO,true
0.4792845626782116,3,gnetv4iK,true
0.2862807902721227,10,OqcohNu5,true
0.7583663395521523,1,t6crczbC,false
0.6085969531285138,3,Sfv3hkW6,false
0.8269132320035579,2,PwOI3W7l,true
0.09474697089991624,9,w6nzKJH2,true
0.10944169270794823,10,J5QcgTo9,false
0.40555363761890884,8,owaiXMfU,true
0.662376664524227,7,WVARinFQ,false
0.9265395126454845,4,bqbrmD5b,true
0.45591280793017197,3,mFcsjvPD,true
0.7442656324237897,4,D69XASXk,false
0.6594119941758261,4,V3SiPwUx,false
0.1760172155366757,7,9UYyX5yU,false
0.5963367330042926,3,WtdNBqiN,false
0.4503800310823136,4,FWy94Yy6,false
0.0203564243168608,2,doWQAGmA,true
0.4225895570569418,10,TlsIxQ5u,false
0.10647159146377505,9,2QD2v4nU,true
0.9226464234450207,5,fIgRiU3N,false
0.7700150228053351,7,ewiOKF6c,true
0.791719564453127,5,1SJT5eKw,true
0.6992111933199452,8,C2xQTgxX,true
0.2911023534724131,6,4BWK30vX,true
0.2335604727686158,6,J6J68qPc,false
0.5811539083391186,3,3iwUarer,false
0.8981126577331058,4,Dw4dehf6,false
0.4527128011355097,9,vZKZNTHU,false
0.9222376661185532,5,0zvHdvnF,true
0.26914274205968747,5,vd4BKEDz,true
0.9015892525206273,8,fn1qdMGc,false
0.31987159028107337,4,EA87d88D,false
0.9748819981201995,10,kezxIP7m,true
0.765626194207073,7,fcyxoS6B,true
0.8205784215884988,1,gXEvV6Ej,true
0.5860873629177017,9,KpXmtIcZ,true
0.06461414695578038,3,rNw8cIpv,false
0.3129912084218147,3,RfAfwYkU,true
0.06858062305279167,6,3a0Pulbf,true
0.06124355086090705,3,QqkErOsI,false
0.15795931003035713,1,4MCquR1u,true
0.9928746324258404,5,xQikyDhA,false
0.3203442413695279,9,lPHMGqhF,false
0.4458331159599034,10,ymcDcLtX,true
0.012712859432976842,1,8GdnYavI,false
0.8574707462867472,2,37ev2iR1,true
0.8297166870752142,6,IGMBaA8q,false
0.003303997479238596,1,pglIuI1N,true
0.1675928188873419,4,TT0gv3gn,false
0.2971626144302917,3,o3lGTvUA,false
0.6825473701339846,1,fcQO97a2,false
0.8936765994337585,10,8BcaO15d,false
0.420046285821424,6,fqPpfIY1,false
0.4857076994766507,9,8QXvZUt8,false
0.4296088353920069,7,MsXd5WaD,true
0.11180923502340923,10,Y7YLRXl5,true
0.7454051053332469,9,Hnq4EnJW,true
0.950155049260847,1,oZ88Ml7B,false
0.6651575750016876,9,wZOiUKXE,false
0.24771056251170886,2,zaY5QbNR,false
0.37702256628976016,1,VVbsUxEY,true
0.9156688742165888,4,6lBpVe6h,true
0.6252454044740945,8,N9gqrZ5Y,true
0.08358051372499675,5,Nx868dCr,true
0.15223064792951257,4,fGkZZAyB,false
0.15839937891939138,1,lvCzJU0E,true
0.07527882271758979,4,ppqLSwGs,true
0.8421604311857054,9,VmkuBmpj,true
0.3644577803375946,9,lDLg9YY3,true
0.8742153115899634,3,TVH9iAsR,true
0.18737700694035864,1,8CgurNww,false
0.9719486411005398,9,DS5GNbm5,true
0.2294021605268104,3,B3EYewUq,true
0.8979247269659194,10,zMTRQyOG,true
0.25187449280124086,3,lgIm2koM,true
0.7204620436329141,3,ThEp2wnE,true
0.06532715737690187,9,65LdEeJ1,false
0.8031514028851163,5,1rukWKsT,true
0.6197895263706878,8,IrJnuNez,true
0.1907924313076217,6,wqoujSbb,true
0.033431143555682,8,znsUY0iP,false
0.8935282173011359,8,FMgn456d,true
0.491180703767226,5,21BKDDP9,true
0.11742212254234952,7,Tbh2pwbG,false
0.6778929201724335,10,Cg3guJTY,false
0.5954786162587296,3,1TuxkiKk,false
0.4229878385513215,8,GTF7tCOT,false
0.6484027578705622,2,CnVhJqIU,true
0.1920644050219762,4,yozpDN4r,false
0.7711781165384872,1,FAySafwP,false
0.9862640292277602,8,9SwiEmTV,false
0.4897129317494482,5,nJfl8Lqp,false
0.026480290057166567,1,3JjxQDa4,false
0.26592632042634445,1,QzcjArhA,false
0.9511888407006219,4,m01xJkS6,true
0.5931347382054648,4,G8z6qMw1,false
0.1017407840137381,9,WShrEj3D,true
0.9817197615717903,6,u0sSFInH,false
0.31663965779870584,10,30ae1OID,false
0.5481450394712255,5,BsTwcPYR,true
0.831819837652028,9,YohPuGDH,true
0.25720524463217287,9,Mt4kYtcm,true
0.3058826327586903,8,W7ZQ0lTj,true
0.356654486963198,6,C7tanE3N,true
0.046502779984240794,6,cSG0rCqw,false
0.8059727078617129,4,SrlQgdpb,false
0.3711932237842388,2,Mby0ck3R,true
0.46417361814003577,1,MggvbGGj,true
0.8692539562046757,3,R7OhMq41,false
0.5933503979732269,6,h4gaoqkf,false
0.7602730877349317,1,RYOJPVpj,false
0.7719060679662983,10,XPxWDoG1,true
0.41249457267135314,1,vHO2Upfc,true
0.41685581556156226,7,QHakFu4O,false
0.23693106943775133,9,4XWX77G6,false
0.5833573896150592,2,bzXbO1aQ,true
0.4613638283222694,5,7OKQudQu,false
0.9866438307153869,7,RRTwy7lN,true
0.905793161464244,7,oftdFNzf,false
0.48852007614976034,7,n5m9YufY,false
0.5058395858391582,3,7e3DnDEi,true
0.7260042936423434,10,hzzbnJV4,true
0.3230592632617213,2,Hafrj5to,true
0.9075891424099447,7,jctYAgOQ,false
0.131753376998337,9,EEKGeOhb,true
0.9751345533057219,10,VK3S1syy,true
0.8892915147455362,7,WDH0S1YD,true
0.015733955597042604,6,0QTvDRgS,true
0.5977851519929926,9,POdys8Qf,false
0.10580779320448008,8,eVcyWqBt,true
0.23214654436116677,6,7bM0t2lU,false
0.5031224165177501,6,iVvfXGT3,false
0.6327794769533059,1,UyR7Unut,false
0.4437010603493772,1,Ycan3lV6,true
0.9050543829966677,5,NWWDanlW,false
0.9829807767628569,5,3MWyElCC,false
0.6004282653176525,7,VNDxSdu8,false
0.17998829773442693,1,b0kRvdgB,true
0.27437767895335696,3,jJ3ED6RB,false
0.5786848109370226,6,I7Lkp12z,true
0.5594465093694754,6,6wMS43K1,false
0.5703750647001633,6,awRefmNt,false
0.989211328154499,6,iRuuAqAs,false
0.27582376258053665,6,h73Y5EJB,false
0.6464519621258895,8,zU9LsKCo,true
0.7432589549102995,7,0JvwDmjo,false
0.9491553959617851,1,Dj2bgkcZ,false
0.6817506055828262,2,Xt0HF5PJ,false
0.1348347678017534,10,pZj5Mp7G,false
0.6960084676193632,1,CVFTGk5g,false
0.2557896601167109,10,x7jWc0sC,true
0.9190700940044016,10,UtYDBpop,true
0.12488319845069729,8,Y1jn2WUC,false
0.4442343694021569,2,LZdPz5Lc,false
0.17428743736630947,8,Id35R0GP,false
0.8832267464408703,6,DDiDjK7L,false
0.29581765058062226,7,55k2bjIz,true
0.07932188073671309,2,Xk6Miwc4,false
0.8966583755581674,9,GYuaOB63,true
0.5826174301948706,6,jaQWhH6k,true
0.10916722573568549,5,DXPWDJ1Z,true
0.8717848337030805,2,H3himB6U,true
0.9341107033320339,3,lqGVzRDt,false
0.7290034084415284,1,qAjZaj2h,true
0.08617201259941831,1,xF57WzZl,true
0.7963325751656429,6,0t3ctON8,false
0.5042875790976182,9,urdtuQgk,true
0.9406615445102373,8,c4PkGVN5,false
0.382218294193029,6,nNeSbnTj,true
0.8615838402685225,3,4bJ95vnj,false
0.2849025840607353,3,Xm74Scac,true
0.42350789031395863,6,e0IAoxsn,true
0.5739796308374223,4,xLuCOUul,true
0.005993040600744459,10,cpIm9jH9,true
0.2697167900626418,3,M0laeSl8,true
0.9530089635695087,1,spZcsjyn,false
0.25916524016638176,2,QKwAoRp6,false
0.01908535744379658,5,wUIkZNqe,true
0.2845709456671579,7,1cD0IWtn,false
0.7501857691837108,1,IMC5G4t1,true
0.061571338191487524,2,2xamHekm,false
0.9559474215213719,2,KI1WtTVF,true
0.912869076353521,10,1ZNvykbw,true
0.36603042526511986,4,KrLJhtu5,true
0.5033594397576637,7,FMs6As5X,true
0.9772054544700219,9,ToTcJf4R,false
0.722735255971328,1,DdUt5ql3,true
0.23325525163219485,6,MTCyYfUl,false
0.4753972974135179,9,YcVI5W7z,false
0.15348771865682664,1,1JeTMFEB,false
0.2865169938148573,6,JlcQ820P,false
0.3536401951522976,1,R3mXMziD,true
0.42438967398387883,7,rEYgeN9F,false
0.6469721203873386,7,o8F8u7xd,true
0.006613751241152821,4,YRQgrwKL,false
0.9759280361958265,8,E72TcGCF,true
0.128483920219143,1,LiRN5tBv,true
0.2398298058475552,1,5KZHQzHn,false
0.5429746330701759,7,BQUybo4w,true
0.6493799364909767,8,3rNqG3Zd,true
0.9063972088397523,6,sA1s8Y1R,false
0.8929680829475006,3,U7dJbCoO,true
0.7255270986810722,7,4GCvIsDW,false
0.9338777674401646,7,CzIsyvWq,true
0.6435600360312337,1,NDOl0b0d,false
0.3005951010565442,10,lhzIqtUa,true
0.7724752824792613,1,Tuw82Qdm,true
0.864943325853412,7,jkQ7Yaql,true
0.4133003011536458,1,KN1Q60MG,false
0.624391388239361,10,N2EBuS81,false
0.09362993314572687,7,3qgg91Qo,true
0.9803496412869399,6,ZWj9lV62,true
0.5863279341017849,10,9jE5imWg,false
0.46963325067220585,3,hq6GynJr,true
0.5372916586770125,7,EWh6OPyK,false
0.8286552140038619,8,y5iiimw4,false
0.6739866692755316,5,26vN14ij,false
0.9382529119774348,4,aBCANfiT,true
0.9970057462260218,3,QCI5efEI,false
0.08363258398258422,2,mG0KBXHo,true
0.4162161995553151,6,RGVgYbpo,true
0.6513264720408436,2,NyWql9AJ,true
0.8695421451061818,6,CSU7fLkW,false
0.9151577907387696,1,CfwXNWke,false
0.027361757287059252,7,FU7KsFx0,false
0.5614661125248779,10,mbgTNmC3,true
0.2732019582888261,6,IhT49rRJ,false
0.15815229394113062,10,Im4xN1ai,true
0.12664579436667944,4,3zutsfVK,false
0.5534913063113038,8,4aMNkCOH,true
0.10711307279238014,5,k0eX6Nje,true
0.5605061344375379,4,smYSMzLf,true
0.5358933604810088,9,kUBFLDNH,false
0.6759911686843267,10,NPVoS2li,false
0.08911951011722974,1,Pp5M3JMk,true
0.021229502879530182,2,85sYr5AT,false
0.3061387891153202,4,tybCA39D,true
0.14509753122451574,10,Zmpla2rV,true
0.4870691322520324,4,FImnSDie,true
0.3853968985428382,4,DO5moDtS,true
0.6719779059164439,8,rkB19fSf,false
0.17028695254722526,5,H44vwFI2,true
0.11101325779462634,5,zOqJVJJ1,false
0.7669908197433208,2,RbShTmau,false
0.8431809755186692,1,TS2mjTny,true
0.5282079704898828,3,BF3k6dfT,true
0.6513022144294041,9,2JHTfMFu,true
0.4689597824474907,6,iQuG5Ioc,false
0.07099011819512802,1,9vDS8kL6,false
0.3508383465124085,8,CDsuo2DA,true
0.5244755568884416,3,9NncBm8b,true
0.37984326973866733,9,pWSFV9C0,true
0.36178718689792877,6,1ifYMFbw,false
0.2476681021611684,3,yUpw7bZk,true
0.9184629310778363,3,MpgkPf1e,false
0.33037004422563543,2,5j4pALQS,false
0.6302633562072051,1,VLa8CTc1,false
0.05469513424972128,1,aqXBdMbl,false
0.46438753744876493,6,DrN7iHUH,false
0.44315709125672464,7,wADcO42v,true
0.7262093874399751,9,mRVa6RgZ,false
0.5044814508448678,10,IVA2c7WF,true
0.024421768007458988,9,vAxLrYTy,true
0.5248792298791758,4,cIcbPJoD,true
0.8566604832306459,5,nH0Nz7AE,true
0.28627388349367755,4,IN16Jw5A,false
0.5719535536267664,2,pjYFsV0n,false
0.09493109142890366,3,n21bMZro,false
0.6350374305320299,4,Hsq1pJ00,false
0.792597365863607,9,nkMS6qsB,true
0.4258680049940977,8,BIEocIbq,true
0.6860677626299181,2,fTx1qed1,false
0.14024101212204565,9,vxpovDsk,false
0.7914569756847327,1,mrSfEUnC,false
0.3129051135390368,9,zD4YMaow,true
0.04302707831151964,10,cd6buRus,false
0.11396809510627337,2,ALi8YsPJ,false
0.3654670495356669,8,1EK69rzp,false
0.7261268427104293,8,nk71n1sK,true
0.7868563790636116,5,1ZnIDRyt,true
0.4967026473001488,4,Pk87BEDf,false
0.3761149717038996,7,F1rdykET,true
0.4718181400046797,8,TPHXknvo,false
0.5799570594766783,8,3cMKVHNy,false
0.36798967379166414,4,TCm630wW,true
0.9179720467391888,4,CDwrRqXM,true
0.038941624815268305,4,ClN3Hhud,false
0.3834915971480628,1,S82OCMPo,false
0.5057641010087277,1,66MrPzTt,false
0.6072082016202367,4,2eHtbupw,true
0.43642547212068616,1,7SkQU1gm,true
0.36400316755375584,9,3qOzGTic,true
0.6413495955298736,5,WlB30Eki,true
0.11936425671515605,10,VWqev206,false
0.9802459428606944,10,MPJWPg92,true
0.47261636357250714,10,y3ITmd4G,false
0.6731290402439651,3,wq6OF9X8,true
0.06769286537146169,10,c160lOL1,true
0.9535971976395496,7,DO5RfgmE,false
0.7771637255446637,4,oWsezCXi,false
0.3597654481137742,3,AdCEm2xt,true
0.7810562516415831,2,6Q8LAMKh,false
0.8012976397641809,6,K0arhDnA,true
0.7923137226822257,9,8PuAMnSt,false
0.6919437899936567,8,FcSldgJu,true
0.8894878448978081,2,UABJpKSD,false
0.9367567586867307,1,HdN1L2sD,true
0.6286918583516385,10,c2QLNhv9,false
0.36801205859004726,4,q1MxW7U5,true
0.07389140212710621,5,RswJzkFc,true
0.8893075944052378,7,2QsHW2g8,false
0.9075891297881626,6,xhQyfkem,false
0.5991457292656204,5,jUmAK22k,false
0.6400600274602914,8,fZVfMlS2,true
0.8299123745188945,7,0kwGMTp3,true
0.5145840186106845,9,dQiLGwG7,true
0.715462593462918,1,ps3hSP5W,true
0.7961172894568498,10,k6axcmbE,true
0.2723363937274015,1,UCxSisWu,true
0.26025163848731925,8,P8rk5V15,false
0.34804495839837757,3,b2N13tyT,true
0.45380918422204974,8,gcVrJE4w,true
0.5975331920389677,6,2GzWLhW2,false
0.39996038895617847,2,dfOgOqsx,true
0.1959285264665327,8,SA9fXPN2,false
0.6844455774678941,5,LeBlzcoC,true
0.7666314466384816,9,t7GRR4DQ,false
0.40836198616543506,9,dfaTEvqR,true
0.14385650036478825,2,DdjDq54a,false
0.493209461357895,6,okXreECw,false
0.31859179745928246,7,F59Qvrw0,true
0.20754372540219324,5,rtC8jZjS,true
0.2261986396883262,4,NCUrwlBI,true
0.02913148475719307,9,aCtu2lEZ,true
0.8783145959021128,2,L1qJgfRJ,false
0.1228863599773582,7,PA9HeUi8,true
0.5509295474608045,5,hAbWzYMv,false
0.9696260996030599,3,WaiIzuse,false
0.32450055178351556,1,4zO2B3fX,false
0.9688018860490644,4,KzBXkGXw,false
0.5350457436584948,10,V51lli8k,false
0.6054312939976736,6,3ioyX0E7,true
0.044037899850808415,10,XA6xClPH,false
0.733112007790274,8,ojUtcOsD,true
0.9984788444860602,9,e2GTEubz,false
0.1366081431184829,5,eRs7kzsB,false
0.6502331936243706,9,xX8Fr8CJ,true
0.00046156687071197133,7,XucJ8jGm,false
0.47407798913441,9,CCPquETz,true
0.9492563983485351,7,KApOqEZn,true
0.5142951599631089,6,m34qFoVw,true
0.7274858870376759,2,KQN2WSx1,false
0.28185480736687785,9,Dd5ATg8f,false
0.7297885289052612,8,kzNC7r1V,true
0.2024410305110136,9,aj5ZtUbw,false
0.3766181822039103,7,ZZKZDySN,true
0.8828195551945497,3,0ZQpYrvi,false
0.4080485384074959,3,Nrms5k1F,false
0.21056335256844183,6,y93UTyOw,true
0.37476526118432085,3,TzeeaDXz,false
0.10043521921068344,3,cIV6PXj7,true
0.7444204196321551,10,ocEr4e0t,true
0.3367559937921678,7,phA7Xm10,false
0.8501395040739383,9,zLfC9ZZQ,false
0.4227348951678731,7,BVFLII0Z,true
0.18077627673461594,4,zRwz9OB4,true
0.4440778535973855,6,dGoROM4Y,false
0.8266355927325828,8,TU80OSx1,true
0.2636173336621297,5,K3EYPVS1,true
0.8498610668965652,3,elSlw896,true
0.6491364599879395,3,zQrxAZDh,true
0.9201990845813937,5,ZKjoCzOJ,true
0.2507077246949352,1,0UTK0rn5,false
0.4612032846482399,5,rZub1aW3,false
0.37899980492800567,4,bK8IkTUg,false
0.3470694010112807,8,5tEFmOV7,true
0.030527698384627655,10,fPr9j5PW,true
0.4880411781645366,3,UMATJpfh,false
0.33968521963481324,4,ZaLsDpPS,false
0.9297679154792016,10,s9Qyf9LC,true
0.9112059965301562,3,89F7gQBh,true
0.26956246149411167,2,CwvewTWp,true
0.3693552282936077,6,cO3ge1Km,true
0.6746604285921269,3,F9oeuv24,true
0.7423063515608239,3,TkkUD2QV,true
0.31743532376867734,10,ztq8rw5i,true
0.8887065265647003,5,cnjhr4BG,true
0.020503057647566436,6,baboof6o,false
0.46026671291572563,10,grxWoV8T,true
0.17186022438061133,1,dTe3C4JZ,true
0.09835848203658393,8,THVVoWLH,false
0.0013217930019278068,1,CZnrGKMR,true
0.1906010930849833,10,1jsEKzWj,false
0.7289689001695303,1,yNKRc1qp,false
0.41115421177010814,2,4NeyZppa,true
0.010079215646029205,4,RIHKl2H7,false
0.10806924472651436,9,djqn5bxD,true
0.5557940578061218,4,VJRW0KJC,true
0.33005272408801667,2,48cspn92,false
0.6019550283981998,8,uv1LQZUZ,true
0.7971443892346635,9,k92v8Edt,true
